track_name,track_id,track_uri,artist_name,album_name,album_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature,popularity,release_date
Hang Me Up To Dry,3IXRdLsQib8m0hBbQpe7T8,spotify:track:3IXRdLsQib8m0hBbQpe7T8,Cold War Kids,Robbers & Cowards,spotify:album:1LTbo93CjLo48yNP8Ysaz5,0.509,0.922,9,-2.823,0,0.031,0.0219,0.00117,0.496,0.645,92.5,spotify:track:3IXRdLsQib8m0hBbQpe7T8,218786,4,62,2007-05
Sabotage,0Puj4YlTm6xNzDDADXHMI9,spotify:track:0Puj4YlTm6xNzDDADXHMI9,Beastie Boys,Ill Communication,spotify:album:6lfjbwFGzQ6aSNP1N3JlT8,0.324,0.938,6,-7.332,0,0.102,0.032,0.0321,0.0961,0.543,168.131,spotify:track:0Puj4YlTm6xNzDDADXHMI9,178440,4,70,1994-05
Rock And Roll All Nite,6KTv0Z8BmVqM7DPxbGzpVC,spotify:track:6KTv0Z8BmVqM7DPxbGzpVC,KISS,Dressed To Kill,spotify:album:1YCC4oZXg2zGn7pVSKVlGF,0.654,0.929,1,-5.906,1,0.0998,0.0474,0.0,0.0538,0.902,144.769,spotify:track:6KTv0Z8BmVqM7DPxbGzpVC,168840,4,72,1975-03
Livin' On A Prayer,37ZJ0p5Jm13JPevGcx4SkF,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,Bon Jovi,Slippery When Wet,spotify:album:0kBfgEilUFCMIQY5IOjG4t,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000206,0.294,0.794,122.509,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,249293,4,83,1986-08
Jump - 2015 Remaster,7N3PAbqfTjSEU1edb2tY8j,spotify:track:7N3PAbqfTjSEU1edb2tY8j,Van Halen,1984 (Remastered),spotify:album:3REUXdj5OPKhuDTrTtCBU0,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,spotify:track:7N3PAbqfTjSEU1edb2tY8j,241599,4,74,1984-01
Highway to Hell,2zYzyRzz6pRmhPzyfMEC8s,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,AC/DC,Highway to Hell,spotify:album:10v912xgTZbjAtYfyKWJCS,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,208400,4,84,1979-07
Sweet Child O' Mine,7snQQk1zcKl8gZ92AnueZW,spotify:track:7snQQk1zcKl8gZ92AnueZW,Guns N' Roses,Appetite For Destruction,spotify:album:28yHV3Gdg30AiB8h8em1eW,0.445,0.952,6,-5.321,1,0.0522,0.09,0.0843,0.112,0.624,125.304,spotify:track:7snQQk1zcKl8gZ92AnueZW,356066,4,83,1987-07
I Was Made For Lovin' You,07q0QVgO56EorrSGHC48y3,spotify:track:07q0QVgO56EorrSGHC48y3,KISS,Dynasty,spotify:album:4FA68GsblSfvKZZRfM1tI1,0.768,0.852,4,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373,spotify:track:07q0QVgO56EorrSGHC48y3,271240,4,81,1979-03
Another One Bites The Dust - Remastered 2011,5vdp5UmvTsnMEMESIF2Ym7,spotify:track:5vdp5UmvTsnMEMESIF2Ym7,Queen,The Game (2011 Remaster),spotify:album:58alCatewkjNm9IM1Ucj67,0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,spotify:track:5vdp5UmvTsnMEMESIF2Ym7,214653,4,80,1980-06
Dream On,1xsYj84j7hUDDnTTerGWlH,spotify:track:1xsYj84j7hUDDnTTerGWlH,Aerosmith,Aerosmith,spotify:album:1RDVdxPUaqC4o7Rkm8LoOE,0.392,0.476,1,-7.583,1,0.0249,0.397,0.000163,0.309,0.234,78.031,spotify:track:1xsYj84j7hUDDnTTerGWlH,267596,4,80,1973-01
You Give Love A Bad Name,0rmGAIH9LNJewFw7nKzZnc,spotify:track:0rmGAIH9LNJewFw7nKzZnc,Bon Jovi,Slippery When Wet,spotify:album:0kBfgEilUFCMIQY5IOjG4t,0.541,0.959,0,-2.947,0,0.0505,0.0663,2.18e-06,0.344,0.812,122.805,spotify:track:0rmGAIH9LNJewFw7nKzZnc,222706,4,80,1986-08
Back In Black,08mG3Y1vljYA6bvDt4Wqkj,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,AC/DC,Back In Black,spotify:album:6mUdeDZCsExyJLMdAfDuwh,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,255493,4,82,1980-07
Detroit Rock City,0PQ51hZtABYRaXNHkVpAfD,spotify:track:0PQ51hZtABYRaXNHkVpAfD,KISS,Double Platinum (Remastered Version),spotify:album:6a9lOzf22Gf8AfnjjSxrId,0.546,0.9,5,-6.728,1,0.0691,0.0421,4.57e-05,0.292,0.447,90.591,spotify:track:0PQ51hZtABYRaXNHkVpAfD,215933,4,43,1978-01
Don't Stop Me Now - Remastered 2011,5T8EDUDqKcs6OSOwEsfqG7,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,Queen,Jazz (2011 Remaster),spotify:album:2yuTRGIackbcReLUXOYBqU,0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,209413,4,80,1978-11
Paranoid - 2012 - Remaster,1Y373MqadDRtclJNdnUXVc,spotify:track:1Y373MqadDRtclJNdnUXVc,Black Sabbath,Paranoid (Remaster),spotify:album:6r7LZXAVueS5DqdrvXJJK7,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,spotify:track:1Y373MqadDRtclJNdnUXVc,168405,4,72,1970-09
Don't Stop Believin' (2022 Remaster),5RKQ5NdjSh2QzD4MaunT91,spotify:track:5RKQ5NdjSh2QzD4MaunT91,Journey,Escape (2022 Remaster),spotify:album:4guAwaniEAEQSW0NCpo4gm,0.505,0.754,4,-7.435,1,0.0366,0.132,0.0,0.204,0.51,119.204,spotify:track:5RKQ5NdjSh2QzD4MaunT91,249600,4,83,1981-07
Heaven's On Fire,1brpdmqkx3kSxyqzqXfW7J,spotify:track:1brpdmqkx3kSxyqzqXfW7J,KISS,Animalize,spotify:album:5UxqSH1Ez2fcNVLqvLjsgB,0.679,0.866,0,-6.053,1,0.0635,0.00376,3.1e-05,0.312,0.785,124.324,spotify:track:1brpdmqkx3kSxyqzqXfW7J,201400,4,64,1984-09
Thunderstruck,57bgtoPSgt236HzfBOd8kj,spotify:track:57bgtoPSgt236HzfBOd8kj,AC/DC,The Razors Edge,spotify:album:4vu7F6h90Br1ZtYYaqfITy,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,spotify:track:57bgtoPSgt236HzfBOd8kj,292880,4,82,1990-09
Every Breath You Take,1JSTJqkT5qHq8MDJnJbRE1,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Synchronicity (Remastered 2003),spotify:album:5W9OT0a5iZlBr83a9WMKFY,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,253920,4,86,1983-06
Welcome To The Jungle,0G21yYKMZoHa30cYVi1iA8,spotify:track:0G21yYKMZoHa30cYVi1iA8,Guns N' Roses,Appetite For Destruction,spotify:album:28yHV3Gdg30AiB8h8em1eW,0.454,0.987,8,-4.485,1,0.0881,0.0195,0.279,0.268,0.316,123.61,spotify:track:0G21yYKMZoHa30cYVi1iA8,273480,4,79,1987-07
We're Not Gonna Take It - 2024 Remaster,1jqBju1B8zyuC8EPvkEjlE,spotify:track:1jqBju1B8zyuC8EPvkEjlE,Twisted Sister,Stay Hungry (40th Anniversary Edition),spotify:album:4C1o3wfL6DI1lr06o77g5l,0.478,0.9,4,-6.817,1,0.0525,0.00165,4.4e-06,0.0785,0.928,149.206,spotify:track:1jqBju1B8zyuC8EPvkEjlE,219959,4,61,1984-05
Lick It Up,3cXiUuiGpFmZ8OdAWKk8Ck,spotify:track:3cXiUuiGpFmZ8OdAWKk8Ck,KISS,Lick It Up,spotify:album:0dD1SMOKBDV1qBadcovw30,0.681,0.773,2,-6.051,1,0.058,0.181,1.84e-05,0.311,0.547,120.276,spotify:track:3cXiUuiGpFmZ8OdAWKk8Ck,236640,4,61,1983-09
Smoke On The Water - Remastered 2012,5MMnwYs0hIxkENRsbkWJ2G,spotify:track:5MMnwYs0hIxkENRsbkWJ2G,Deep Purple,Machine Head (Remastered),spotify:album:32NQ56VZDTXSH3SMv4XSGN,0.598,0.676,0,-9.211,1,0.0279,0.13,0.225,0.112,0.805,114.169,spotify:track:5MMnwYs0hIxkENRsbkWJ2G,340742,4,69,1972-03
You Shook Me All Night Long,2SiXAy7TuUkycRVbbWDEpo,spotify:track:2SiXAy7TuUkycRVbbWDEpo,AC/DC,Back In Black,spotify:album:6mUdeDZCsExyJLMdAfDuwh,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,spotify:track:2SiXAy7TuUkycRVbbWDEpo,210173,4,80,1980-07
Africa,2374M0fQpWi3dLnB54qaLX,spotify:track:2374M0fQpWi3dLnB54qaLX,TOTO,Toto IV,spotify:album:62U7xIHcID94o20Of5ea4D,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,spotify:track:2374M0fQpWi3dLnB54qaLX,295893,4,83,1982-04
Paradise City,6eN1f9KNmiWEhpE2RhQqB5,spotify:track:6eN1f9KNmiWEhpE2RhQqB5,Guns N' Roses,Appetite For Destruction,spotify:album:28yHV3Gdg30AiB8h8em1eW,0.268,0.98,11,-5.959,1,0.101,0.019,0.00692,0.182,0.39,100.316,spotify:track:6eN1f9KNmiWEhpE2RhQqB5,405600,4,78,1987-07
I Was Made For Lovin' You - Single Mix,7dEKwMoUZCpvUFLLuJQjju,spotify:track:7dEKwMoUZCpvUFLLuJQjju,KISS,KISS 40,spotify:album:721Qky2RUeTXh0rCmVvqkM,0.708,0.856,9,-5.4,1,0.0537,0.0287,8.44e-05,0.0727,0.902,128.511,spotify:track:7dEKwMoUZCpvUFLLuJQjju,241106,4,52,2014-01
"Another Brick in the Wall, Pt. 2",4gMgiXfqyzZLMhsksGmbQV,spotify:track:4gMgiXfqyzZLMhsksGmbQV,Pink Floyd,The Wall,spotify:album:5Dbax7G8SWrP9xyzkOvy2F,0.693,0.394,0,-15.882,1,0.0428,0.0782,0.000694,0.247,0.721,104.114,spotify:track:4gMgiXfqyzZLMhsksGmbQV,238746,4,73,1979-11
Bohemian Rhapsody - Remastered 2011,4u7EnebtmKWzUH433cf5Qv,spotify:track:4u7EnebtmKWzUH433cf5Qv,Queen,A Night At The Opera (2011 Remaster),spotify:album:1GbtB4zTqAsyfZEsm1RZfx,0.411,0.404,0,-9.928,0,0.0511,0.271,0.0,0.3,0.226,71.068,spotify:track:4u7EnebtmKWzUH433cf5Qv,354320,4,77,1975-11
Sweet Home Alabama,7e89621JPkKaeDSTQ3avtg,spotify:track:7e89621JPkKaeDSTQ3avtg,Lynyrd Skynyrd,Second Helping (Expanded Edition),spotify:album:54V1ljNtyzAm053oJqi0SH,0.596,0.606,7,-12.145,1,0.0255,0.181,0.000327,0.0863,0.886,97.785,spotify:track:7e89621JPkKaeDSTQ3avtg,283800,4,78,1974-04
Hold the Line,4aVuWgvD0X63hcOCnZtNFA,spotify:track:4aVuWgvD0X63hcOCnZtNFA,TOTO,Toto,spotify:album:1mnu4hYvdwQgZXcNvtJ3D3,0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,spotify:track:4aVuWgvD0X63hcOCnZtNFA,235546,4,81,1978-10
Crazy Crazy Nights,3YSfGJNDtF8KrHlwCAaVns,spotify:track:3YSfGJNDtF8KrHlwCAaVns,KISS,Crazy Nights,spotify:album:3UBqHwvxUDl6jWxY2RhmrN,0.591,0.87,7,-6.381,1,0.0652,0.409,0.0,0.718,0.747,121.682,spotify:track:3YSfGJNDtF8KrHlwCAaVns,227600,4,58,1987-09
T.N.T.,7LRMbd3LEoV5wZJvXT1Lwb,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,AC/DC,High Voltage,spotify:album:19AUoKWRAaQYrggVvdQnqq,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,214666,4,77,1976-05
Call Me,4qO03RMQm88DdpTJcxlglY,spotify:track:4qO03RMQm88DdpTJcxlglY,Blondie,Atomic/Atomix,spotify:album:5HRB9TeaIHRBxfIm4XZTj6,0.56,0.824,2,-6.711,0,0.0348,0.000785,0.00246,0.0892,0.74,142.667,spotify:track:4qO03RMQm88DdpTJcxlglY,212600,4,73,1999-01
Roxanne,3EYOJ48Et32uATr9ZmLnAo,spotify:track:3EYOJ48Et32uATr9ZmLnAo,The Police,Outlandos D'Amour (Remastered 2003),spotify:album:1H9g6j4Wwj6wh6p8YHVtkf,0.618,0.748,0,-8.905,1,0.358,0.0384,4.1e-06,0.0473,0.663,134.114,spotify:track:3EYOJ48Et32uATr9ZmLnAo,191946,4,77,1978-11
"Paint It, Black",63T7DJ1AFDD6Bn8VzG6JE8,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,The Rolling Stones,Aftermath,spotify:album:72qrnM4yUNMDDlWiqKc8iY,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,202266,4,81,1966-04
Take on Me,2WfaOiMkCvy7F5fcp2zZ8L,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,a-ha,Hunting High and Low,spotify:album:1ER3B6zev5JEAaqhnyyfbf,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,225280,4,83,1985-06
Walk This Way,4JfuiOWlWCkjP6OKurHjSn,spotify:track:4JfuiOWlWCkjP6OKurHjSn,Aerosmith,Toys In The Attic,spotify:album:6As5aOEQjfxLIChIB3fQRD,0.653,0.73,5,-10.613,1,0.0429,0.0115,1.02e-05,0.0776,0.894,108.709,spotify:track:4JfuiOWlWCkjP6OKurHjSn,220310,4,72,1975-04
Love Gun,0SPBrxOUEMIKugXR4bFhxs,spotify:track:0SPBrxOUEMIKugXR4bFhxs,KISS,Love Gun,spotify:album:77opKywcxPnBu5aBMASS2b,0.409,0.868,3,-6.236,0,0.0368,0.0266,0.0357,0.276,0.704,147.211,spotify:track:0SPBrxOUEMIKugXR4bFhxs,198706,4,58,1977-06
Poison,5XcZRgJv3zMhTqCyESjQrF,spotify:track:5XcZRgJv3zMhTqCyESjQrF,Alice Cooper,Trash,spotify:album:033cvSPAuSU5ArRfIgQSDU,0.28,0.908,2,-5.509,0,0.109,0.0327,8.85e-06,0.18,0.26,118.698,spotify:track:5XcZRgJv3zMhTqCyESjQrF,270080,4,69,1989-07
Pour Some Sugar On Me - Remastered 2017,0PdM2a6oIjqepoEfcJo0RO,spotify:track:0PdM2a6oIjqepoEfcJo0RO,Def Leppard,Hysteria (Super Deluxe),spotify:album:31oeDyCOLhgeZyktfxo0pE,0.267,0.953,1,-4.899,0,0.096,0.00211,0.0,0.283,0.568,84.989,spotify:track:0PdM2a6oIjqepoEfcJo0RO,267306,4,71,1987-08
(I Can't Get No) Satisfaction - Mono Version,2PzU4IB8Dr6mxV3lHuaG34,spotify:track:2PzU4IB8Dr6mxV3lHuaG34,The Rolling Stones,Out Of Our Heads,spotify:album:2Q5MwpTmtjscaS34mJFXQQ,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,spotify:track:2PzU4IB8Dr6mxV3lHuaG34,222813,4,75,1965-07
Stairway to Heaven - Remaster,5CQ30WqJwcep0pYcV4AMNc,spotify:track:5CQ30WqJwcep0pYcV4AMNc,Led Zeppelin,Led Zeppelin IV (Deluxe Edition),spotify:album:44Ig8dzqOkvkGDzaUof9lK,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,spotify:track:5CQ30WqJwcep0pYcV4AMNc,482830,4,76,1971-11
Hotel California - 2013 Remaster,40riOy7x9W7GXjyGp4pjAv,spotify:track:40riOy7x9W7GXjyGp4pjAv,Eagles,Hotel California (2013 Remaster),spotify:album:2widuo17g5CEC66IbzveRu,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,spotify:track:40riOy7x9W7GXjyGp4pjAv,391376,4,81,1976-12
Wind Of Change,3ovjw5HZZv43SxTwApooCM,spotify:track:3ovjw5HZZv43SxTwApooCM,Scorpions,Crazy World,spotify:album:3dLKM8bD8R3H3XnSOXGjTF,0.452,0.524,0,-10.108,1,0.0351,0.315,0.0,0.103,0.246,151.505,spotify:track:3ovjw5HZZv43SxTwApooCM,312360,4,77,1990-01
Crazy Train,7ACxUo21jtTHzy7ZEV56vU,spotify:track:7ACxUo21jtTHzy7ZEV56vU,Ozzy Osbourne,Blizzard Of Ozz (40th Anniversary Expanded Edition),spotify:album:4qUMByJ3Pk94BFnCmGaUPS,0.454,0.913,9,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688,spotify:track:7ACxUo21jtTHzy7ZEV56vU,293183,4,74,2020-09
La Grange (2005 Remaster),0u6JFVn0KHHlidZxNL9gVE,spotify:track:0u6JFVn0KHHlidZxNL9gVE,ZZ Top,Tres Hombres (Expanded 2006 Remaster),spotify:album:0DOXzXXIHrYOxUvyCsucfX,0.509,0.641,4,-9.936,0,0.264,0.00249,0.0304,0.196,0.612,161.74,spotify:track:0u6JFVn0KHHlidZxNL9gVE,230480,4,78,1973-07
Panama - 2015 Remaster,05RgAMGypEvqhNs5hPCbMS,spotify:track:05RgAMGypEvqhNs5hPCbMS,Van Halen,1984 (Remastered),spotify:album:3REUXdj5OPKhuDTrTtCBU0,0.526,0.978,8,-5.436,1,0.108,0.00122,4.75e-05,0.0744,0.451,141.167,spotify:track:05RgAMGypEvqhNs5hPCbMS,210226,4,70,1984-01
Wait for You,1prpauWvVGDE0xJAvaDRQt,spotify:track:1prpauWvVGDE0xJAvaDRQt,Tom Walker,Wait for You,spotify:album:4IuaPrc3u8NLguZv7CfmJ2,0.542,0.62,1,-4.169,1,0.0343,0.394,0.0,0.106,0.234,148.753,spotify:track:1prpauWvVGDE0xJAvaDRQt,172663,4,40,2020-06
Another Chance,5y45hqCol791u38qtpsdoW,spotify:track:5y45hqCol791u38qtpsdoW,Roger Sanchez,Renaissance the Classics,spotify:album:5VfGdkkLQ3W46hDleZeu0v,0.626,0.805,3,-9.314,1,0.0308,0.000473,0.142,0.176,0.361,128.002,spotify:track:5y45hqCol791u38qtpsdoW,422409,4,34,2006-08
Love Generation - Radio Edit,7M13FwBAKWNa2jqcZeUhL6,spotify:track:7M13FwBAKWNa2jqcZeUhL6,Bob Sinclar,Love Generation (Radio Edit),spotify:album:18K5xK91s36fWgIcfzkcEt,0.723,0.872,1,-3.617,1,0.0586,0.192,0.000154,0.0814,0.544,128.038,spotify:track:7M13FwBAKWNa2jqcZeUhL6,204798,4,13,2005-06
Angel,7FDV5ELOJHCGLe52AnttEd,spotify:track:7FDV5ELOJHCGLe52AnttEd,Shaggy,Hot Shot,spotify:album:3MT88SSyxQGbqYXj4LVk3b,0.74,0.766,6,-2.939,1,0.178,0.116,0.0,0.0406,0.807,170.531,spotify:track:7FDV5ELOJHCGLe52AnttEd,235133,4,74,2000-08
Give Me Your Love,1plzDKavZ6EkVk91RPYd1L,spotify:track:1plzDKavZ6EkVk91RPYd1L,Sigala,Brighter Days,spotify:album:5rr0xAQfk01cPi1N37jX11,0.633,0.947,2,-2.332,1,0.0354,0.00458,3.96e-05,0.341,0.683,124.973,spotify:track:1plzDKavZ6EkVk91RPYd1L,207280,4,53,2018-09
Tondo,0csz09qS2n8Jo7LogHKu7j,spotify:track:0csz09qS2n8Jo7LogHKu7j,Disclosure,ENERGY (Deluxe),spotify:album:6wp1us3xBnYz5qldxrZXRf,0.675,0.92,0,-7.153,0,0.0539,0.0126,0.117,0.329,0.842,132.001,spotify:track:0csz09qS2n8Jo7LogHKu7j,329280,4,57,2020-08
Give A Little Bit,6XUHsYE38CEbYunT983O9G,spotify:track:6XUHsYE38CEbYunT983O9G,Supertramp,Even In The Quietest Moments,spotify:album:4X87hQ57jTYQTcYTaJWK5w,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767,spotify:track:6XUHsYE38CEbYunT983O9G,248173,4,72,1977-01
House Every Weekend,5HwtfLZb3dIb1rQGRyPFzI,spotify:track:5HwtfLZb3dIb1rQGRyPFzI,David Zowie,THIS IS Dance 2016,spotify:album:434gHnukWrFAJIfCkUOUQY,0.783,0.584,0,-6.432,0,0.0537,0.323,0.0,0.109,0.405,122.02,spotify:track:5HwtfLZb3dIb1rQGRyPFzI,182415,4,38,2015-10
Get Out My Head,1LC6p9xSpZBogQMqlWZ5SZ,spotify:track:1LC6p9xSpZBogQMqlWZ5SZ,Redlight,Get Out My Head,spotify:album:6DwTQ5IU3Tp9YGIyzZwjNw,0.742,0.405,11,-3.133,0,0.0507,0.207,0.223,0.08,0.79,138.077,spotify:track:1LC6p9xSpZBogQMqlWZ5SZ,224800,4,48,2011-01
Live Without Your Love (with Steve Lacy),3XnvNOjFKyFyNvxlXy1DXm,spotify:track:3XnvNOjFKyFyNvxlXy1DXm,Love Regenerator,Live Without Your Love (with Steve Lacy),spotify:album:2st44QXoemztnPKY99Yalg,0.67,0.833,7,-8.365,1,0.0522,0.132,0.195,0.109,0.522,127.984,spotify:track:3XnvNOjFKyFyNvxlXy1DXm,205125,4,47,2020-07
Commander,3nIrIytGbcXAK7huhwiXiW,spotify:track:3nIrIytGbcXAK7huhwiXiW,Kelly Rowland,Here I Am (Int'l Version),spotify:album:0fqSVcXza5It71LS2BJdLR,0.395,0.876,11,-3.859,0,0.138,0.0173,8.55e-06,0.362,0.567,124.638,spotify:track:3nIrIytGbcXAK7huhwiXiW,218106,4,52,2011-01
Alright,5xC8uOesnn0udeXAYlAnoY,spotify:track:5xC8uOesnn0udeXAYlAnoY,Supergrass,I Should Coco,spotify:album:3YfIjaJEWqiSbKPguS9Bxd,0.467,0.958,4,-4.808,0,0.0775,0.000479,0.199,0.299,0.701,145.92,spotify:track:5xC8uOesnn0udeXAYlAnoY,180880,4,4,1995-05
You Get What You Give,1Cwsd5xI8CajJz795oy4XF,spotify:track:1Cwsd5xI8CajJz795oy4XF,New Radicals,Maybe You've Been Brainwashed Too,spotify:album:13btXEnBerpA1UjIVtsMAR,0.621,0.901,2,-5.396,1,0.0302,0.17,0.0,0.0875,0.744,113.967,spotify:track:1Cwsd5xI8CajJz795oy4XF,300773,4,73,1998-01
So Good to Me - Extended Mix,3KF15lCKaN4v10DViDDMWR,spotify:track:3KF15lCKaN4v10DViDDMWR,Chris Malinchak,So Good To Me (Remixes),spotify:album:3coyILlnBFrIV8ZW7EjVxV,0.703,0.488,11,-12.995,1,0.0376,0.0729,0.489,0.0699,0.52,121.026,spotify:track:3KF15lCKaN4v10DViDDMWR,309421,4,31,2013-05
Late Night Feelings - Jax Jones Midnight Snack Remix,7hrnaeVvXFAkvQOmjHJglY,spotify:track:7hrnaeVvXFAkvQOmjHJglY,Mark Ronson,Late Night Feelings (Jax Jones Midnight Snack Remix),spotify:album:0OYFUfqJASICH465pB7zXu,0.697,0.928,5,-4.052,0,0.113,0.0158,0.00723,0.503,0.654,124.023,spotify:track:7hrnaeVvXFAkvQOmjHJglY,228387,4,38,2019-05
Never Alone,6piPDfayuXglezmbGo23F4,spotify:track:6piPDfayuXglezmbGo23F4,Keys & Copper,Never Alone,spotify:album:7k1y9ZohZrStVk0KvKUph9,0.723,0.485,4,-7.519,0,0.0315,0.387,0.0346,0.11,0.224,111.992,spotify:track:6piPDfayuXglezmbGo23F4,169741,4,36,2019-09
What's Love - Radio Mix,7BQrTEq1Onqf7SJoIoYZEA,spotify:track:7BQrTEq1Onqf7SJoIoYZEA,Charles J,What's Love (Radio Mix),spotify:album:2xkbwTzeL3PRu63gMgJeXE,0.802,0.875,6,-4.709,0,0.0501,0.296,0.00213,0.0815,0.661,120.039,spotify:track:7BQrTEq1Onqf7SJoIoYZEA,156000,4,34,2020-05
Music Sounds Better With You,303ccTay2FiDTZ9fZ2AdBt,spotify:track:303ccTay2FiDTZ9fZ2AdBt,Stardust,Music Sounds Better With You,spotify:album:7Kusf5plZjl76X5ARWJbNO,0.735,0.72,1,-7.04,1,0.336,0.00105,0.15,0.382,0.364,124.174,spotify:track:303ccTay2FiDTZ9fZ2AdBt,403293,4,68,1998-07
Infinity 2008 - Klaas Vocal Edit,3aQz0z86zrKjd1mcZlonxE,spotify:track:3aQz0z86zrKjd1mcZlonxE,Guru Josh Project,Infinity 2008,spotify:album:1uyF93NDsuRn4LqZIl3lyY,0.498,0.862,7,-6.02,0,0.0588,0.000313,0.00918,0.352,0.469,128.036,spotify:track:3aQz0z86zrKjd1mcZlonxE,192294,4,73,2008-05
Sunday Best,1Cv1YLb4q0RzL6pybtaMLo,spotify:track:1Cv1YLb4q0RzL6pybtaMLo,Surfaces,Where the Light Is,spotify:album:3mMWlBGocBwsS1Q0o9wvlc,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022,spotify:track:1Cv1YLb4q0RzL6pybtaMLo,158571,4,8,2019-01
Move My Body,1w55EK9x0prZY8HzYDJdXH,spotify:track:1w55EK9x0prZY8HzYDJdXH,Calvin Capp,Move My Body,spotify:album:0um7F1GSkKxE1aUHTHIGhr,0.947,0.684,11,-7.889,1,0.229,0.00964,0.324,0.344,0.72,125.017,spotify:track:1w55EK9x0prZY8HzYDJdXH,247680,4,0,2020-02
Own It (feat. Ed Sheeran & Burna Boy),4QPEwDdOMhY7rNS05mTyMR,spotify:track:4QPEwDdOMhY7rNS05mTyMR,Stormzy,Heavy Is The Head,spotify:album:3y4AaloFccKNLQcZNS9L8c,0.817,0.781,7,-4.178,0,0.112,0.00838,5.21e-06,0.123,0.359,104.0,spotify:track:4QPEwDdOMhY7rNS05mTyMR,216706,4,64,2019-12
Life is a Highway,7z1xQUZKgpXXdCquuSRjRC,spotify:track:7z1xQUZKgpXXdCquuSRjRC,Rascal Flatts,Rascal Flatts,spotify:album:6vOs1jtEMCSG9RppK1xmu9,0.56,0.933,5,-5.54,1,0.0629,0.00219,0.0,0.114,0.581,103.05,spotify:track:7z1xQUZKgpXXdCquuSRjRC,276973,4,0,2007-01
Dancin (feat. Luvli) - Krono Remix,6WkJ2OK163XXS2oARUC9JM,spotify:track:6WkJ2OK163XXS2oARUC9JM,Aaron Smith,Dancin (feat. Luvli) [Krono Remix],spotify:album:2J2f6vGACFrRghO1Ki74BE,0.72,0.741,10,-6.529,0,0.0287,0.101,1.41e-05,0.289,0.357,119.896,spotify:track:6WkJ2OK163XXS2oARUC9JM,198053,4,74,2014-11
Wish You Were Mine - Radio Edit,412luShbmlgqqgYFStIB1s,spotify:track:412luShbmlgqqgYFStIB1s,Philip George,Wish You Were Mine,spotify:album:0iAuPLI4L4n6lpv3YGMnWU,0.654,0.832,7,-4.164,0,0.0293,0.0126,0.0901,0.102,0.407,123.002,spotify:track:412luShbmlgqqgYFStIB1s,177560,4,63,2014-12
